ｻｰﾋﾞｽ種類,区名,介護保険事業所番号,申請者-法人名,事業所-名称,事業所-郵便番号,事業所-所在地,事業所-直通電話番号,事業所-FAX番号,状態区分,介護,予防,経度,緯度
特定施設入居者生活介護,安佐南区,3470207139,有限会社サカコーポレーション,介護付有料老人ホーム緑井ガーデンハウス,731-0103,広島市安佐南区緑井六丁目２８番１号,082-831-2020,082-831-0505,現存,○,○,132.2853442,34.28210015
特定施設入居者生活介護,安佐北区,3470109061,有限会社咲楽,介護付き有料老人ホーム湯楽苑,731-1142,広島市安佐北区安佐町飯室１５６３番地３,082-835-3332,082-835-3331,現存,○,○,132.2645198,34.33029239
特定施設入居者生活介護,安佐北区,3470105051,社会福祉法人フェニックス,ケアハウスかんべ村,731-0221,広島市安佐北区可部七丁目１３番１５－１－７号,082-812-3588,082-812-3589,現存,○,○,132.3039456,34.31277285
特定施設入居者生活介護,安佐北区,3470105515,社会福祉法人広島県同胞援護財団,養護老人ホーム可部南静養園,731-0223,広島市安佐北区可部南二丁目１９番３３号,082-812-2411,082-812-3637,現存,○,○,132.3108831,34.30036024
特定施設入居者生活介護,安佐北区,3470101662,広島県住宅供給公社,サニーコート広島,739-1742,広島市安佐北区亀崎四丁目６番５号,082-843-0082,082-843-2587,現存,○,○,132.3133199,34.28539115
特定施設入居者生活介護,安佐北区,3470103890,株式会社Ｍ＆Ｃコラボレイション,ケアホームディア・レスト可部,731-0231,広島市安佐北区亀山一丁目１７番１６号,082-819-3800,082-819-3801,現存,○,○,132.3005741,34.3055794
特定施設入居者生活介護,安佐北区,3470110713,有限会社咲楽,La・Vita安佐物語,731-0232,広島市安佐北区亀山南一丁目１２番１０号,082-573-6669,082-573-6661,現存,○,○,132.2936748,34.30572305
特定施設入居者生活介護,安佐北区,3470104971,有限会社ソフィア,ケアホーム・ソフィア,731-0211,広島市安佐北区三入六丁目１番２号,082-810-5208,082-810-5218,現存,○,○,132.3207452,34.32501743
特定施設入居者生活介護,安佐北区,3470104450,株式会社アトラス,介護付有料老人ホームおだやかな園,739-1754,広島市安佐北区小河原町１１３０番地２１,082-840-1122,082-840-1123,現存,○,○,132.3341824,34.27472683
特定施設入居者生活介護,安佐北区,3470105531,社会福祉法人三篠会,養護老人ホーム三篠園,739-1301,広島市安佐北区白木町井原１２４４番地,082-828-3330,082-828-1403,現存,○,○,132.4049523,34.35406205
特定施設入居者生活介護,安芸区,3470105523,社会福祉法人慈楽福祉会,養護老人ホーム瀬野川ホーム,739-0323,広島市安芸区中野東二丁目３４番１号,082-893-1888,082-893-1887,現存,○,○,132.3414844,34.23159085
特定施設入居者生活介護,安芸区,3470103999,ほほえみ株式会社,ほほえみ有料老人ホーム矢野［介護付］,736-0085,広島市安芸区矢野西七丁目２４番１３号,082-889-6078,082-888-1020,現存,○,○,132.3209361,34.20212476
特定施設入居者生活介護,佐伯区,3470213780,医療法人社団一陽会,グランホームあさひ,731-5133,広島市佐伯区旭園９番３１号,082-943-7773,082-943-8600,現存,○,○,132.2203913,34.21529022
特定施設入居者生活介護,佐伯区,3470206826,社会福祉法人三篠会,養護老人ホーム楽々園ｋｉｓｕｉ,731-5136,広島市佐伯区楽々園五丁目１５番２２号,082-922-2555,082-922-2565,現存,○,○,132.2106502,34.21337664
特定施設入居者生活介護,佐伯区,3470203781,ジョイフル・ファミリー株式会社,ジョイフル・ファミリー観音台,731-5157,広島市佐伯区観音台三丁目５番１号,082-943-6303,082-943-0370,現存,○,○,132.2019966,34.23271193
特定施設入居者生活介護,佐伯区,3470204771,株式会社ウェル,ドリームウェル,731-5127,広島市佐伯区五日市七丁目８番４１号,082-943-1165,082-923-8237,現存,○,○,132.2136952,34.22393925
特定施設入居者生活介護,佐伯区,3470208756,社会福祉法人広島博愛会,ケアハウス五日市グリーンヒルホーム,731-5152,広島市佐伯区五日市町下河内５９１番地の１,082-926-1131,082-927-6000,現存,○,○,132.2109238,34.24303866
福祉用具貸与,中区,3470215405,Loppis合同会社,福祉用具ハーツ,730-0823,広島市中区吉島西一丁目３１番３号,082-569-7950,082-569-7951,現存,○,○,132.2647513,34.22193273
福祉用具貸与,中区,3470202494,有限会社パナックこうぶんどう,有限会社パナックこうぶんどう,730-0834,広島市中区江波二本松二丁目１番２２号,082-234-1059,082-234-1169,現存,○,○,132.255966,34.22061751
福祉用具貸与,中区,3470207824,株式会社ゴトウ・アズ・プランニング,株式会社ゴトウ・アズ・プランニング広島店,730-0842,広島市中区舟入中町２番２１号,0120-810-510,0120-075-103,現存,○,○,132.2638226,34.23137167
福祉用具貸与,中区,3470208079,株式会社メディカルサービス明和,ケアサービス明和,730-0005,広島市中区西白島町１３番３０号,082-222-0092,0829-30-8089,現存,○,○,132.273888,34.24247262
福祉用具貸与,中区,3470101522,生活協同組合ひろしま,生協ひろしま福祉用具センター,730-0802,広島市中区本川町二丁目６番１１号第７ウエノヤビル４階２号室,082-503-0690,082-234-2411,現存,○,○,132.2703927,34.23498107
福祉用具貸与,東区,3470107461,株式会社ケンコー,株式会社ケンコー,732-0068,広島市東区牛田新町三丁目７番４２－１０１号,082-229-6141,082-229-6151,現存,○,○,132.2817686,34.25422593
福祉用具貸与,東区,3470108667,株式会社エールラン,福祉用具のエール,732-0068,広島市東区牛田新町二丁目４番３４号２階,082-223-8377,082-223-8388,現存,○,○,132.2751877,34.25040941
福祉用具貸与,東区,3470104963,株式会社ニックス,ニックス福祉用具サービス事業所,732-0045,広島市東区曙一丁目１番２０号,082-568-7166,082-506-0202,現存,○,○,132.2918827,34.23453733
福祉用具貸与,東区,3470102488,株式会社福祉スタジオ,福祉スタジオ福祉用具貸与事業所,732-0047,広島市東区尾長西二丁目７番６号,082-568-5302,082-261-3462,現存,○,○,132.2920666,34.23594187
福祉用具貸与,東区,3470105705,株式会社えごころ,株式会社えごころ,732-0042,広島市東区矢賀一丁目７番１７号,082-890-6220,082-286-7500,現存,○,○,132.2935744,34.23393861
福祉用具貸与,南区,3470108220,フランスベッド株式会社,フランスベッド株式会社メディカル広島南営業所,734-0015,広島市南区宇品御幸三丁目２番２号,082-250-0285,082-251-8810,現存,○,○,132.2750428,34.21464778
福祉用具貸与,南区,3470110143,あいりは株式会社,あいリハ福祉用具広島,734-0037,広島市南区霞二丁目１－１－１０１・１０２,082-567-5206,082-553-9501,現存,○,○,132.2902491,34.22473873
福祉用具貸与,南区,3470110705,株式会社プライマリ・ケア,あるケア福祉用具,734-0007,広島市南区皆実町一丁目１９番５号,082-258-2088,082-258-2088,現存,○,○,132.2813932,34.22380821
福祉用具貸与,南区,3470108733,パナソニックエイジフリー株式会社,パナソニックエイジフリーショップ広島中央,734-0001,広島市南区出汐三丁目１０番６号,082-250-1538,082-254-8961,現存,○,○,132.2835759,34.22345559
福祉用具貸与,南区,3470106760,株式会社ウィードメディカル,株式会社ウィードメディカル広島営業所,734-0026,広島市南区仁保２丁目２番６号,082-236-9540,082-236-9541,現存,○,○,132.3000327,34.221347
福祉用具貸与,南区,3470107552,株式会社フロンティア,株式会社フロンティア広島営業所,734-0024,広島市南区仁保新町二丁目１番２３号,082-890-1881,082-890-1880,現存,○,○,132.2950014,34.22310422
福祉用具貸与,南区,3470207535,株式会社カワムラ,シンプルケア,734-0027,広島市南区仁保南二丁目１７番７－２０２号,082-567-4380,082-567-4381,現存,○,○,132.2943337,34.21436101
福祉用具貸与,南区,3470207089,株式会社ダスキンユニオン,ダスキンヘルスレント広島南ステーション,732-0817,広島市南区比治山町３番８号ベルクール比治山１Ｆ,082-568-1038,082-262-6815,現存,○,○,132.2817458,34.2317488
福祉用具貸与,西区,3470213624,株式会社ライフケア,株式会社ライフケア西広島支店,733-0842,広島市西区井口五丁目２０番１２号アーバンコート井口１０１,082-270-5500,082-270-5501,現存,○,○,132.2252447,34.22019606
福祉用具貸与,西区,3470214010,Common株式会社,コモンメディカル,733-0842,広島市西区井口三丁目１番１４－１０１号,082-554-5276,082-942-3606,現存,○,○,132.2255165,34.22129673
福祉用具貸与,西区,3470214440,有限会社カインド,有限会社カインド,733-0844,広島市西区井口台四丁目６番４０号,080-2942-3705,082-275-5653,現存,○,○,132.2305638,34.22462452
福祉用具貸与,西区,3470215652,株式会社ヤマシタ,株式会社ヤマシタ広島営業所,733-0033,広島市西区観音本町二丁目９番３０号,082-299-2261,082-299-2262,現存,○,○,132.2557337,34.2324138
福祉用具貸与,西区,3470215132,株式会社ひなた,福祉用具ステーションひなた,733-0871,広島市西区高須二丁目４番２１号湯尻ビル１０１号,082-299-8866,082-275-6444,現存,○,○,132.2451755,34.23249817
福祉用具貸与,西区,3470214085,医療法人みやうち,福祉用具貸与事業所三滝ひまわり,733-0802,広島市西区三滝本町二丁目１３番３４－２号,082-962-7666,082-230-8327,休止,○,○,132.2636316,34.25040578
福祉用具貸与,西区,3470204987,深川医療器株式会社,深川医療器株式会社ライフケア広島,733-0833,広島市西区商工センター四丁目１５番１７号,082-270-0333,082-270-0331,現存,○,○,132.2343999,34.22035941
福祉用具貸与,西区,3470207360,サンキ・ウエルビィ株式会社,サンキ・ウエルビィ広島福祉用具センター,733-0833,広島市西区商工センター六丁目１番１１号,082-278-0377,082-278-0378,現存,○,○,132.2322957,34.22104329
福祉用具貸与,西区,3470208624,株式会社ハートライフ,ハートライフ福祉用具事業部,733-0001,広島市西区大芝二丁目１３番１４号,082-962-1338,082-962-1228,現存,○,○,132.2733808,34.25150264
福祉用具貸与,西区,3470208970,株式会社ケントク,ダスキンヘルスレント広島西ステーション,733-0012,広島市西区中広町一丁目７番２号,082-297-8901,082-297-8902,現存,○,○,132.2625304,34.24077971
福祉用具貸与,西区,3470214762,株式会社ミクセルヘルスケア,広島介護用品,733-0022,広島市西区天満町１８番８号2階,082-503-2588,082-503-2577,現存,○,○,132.2624609,34.23435341
福祉用具貸与,西区,3470205653,株式会社フルケア,株式会社フルケア広島営業所,733-0035,広島市西区南観音七丁目１３番２０号ひらいちビル３０１号室,082-503-1531,082-503-1532,現存,○,○,132.2538792,34.2244294
福祉用具貸与,安佐南区,3470212477,パナソニックエイジフリー株式会社,パナソニックエイジフリーショップ安佐南,731-0123,広島市安佐南区古市二丁目２番２５号,082-831-5526,082-870-2212,現存,○,○,132.2831637,34.27258743
福祉用具貸与,安佐南区,3470213228,株式会社Seiwa,福祉用具貸与事業所ハピネス,731-0139,広島市安佐南区山本新町一丁目１１番１号,082-871-8817,082-871-8816,現存,○,○,132.2611835,34.26194529
福祉用具貸与,安佐南区,3470206354,アビリティーズ・ケアネット株式会社,アビリティーズ・ケアネット株式会社広島営業所,731-0154,広島市安佐南区上安四丁目３７番５号,082-535-0758,082-535-0760,現存,○,○,132.2648287,34.28553312
福祉用具貸与,安佐南区,3470201942,株式会社不二ビルサービス,福祉用具ステーションふじ川内,731-0102,広島市安佐南区川内一丁目１５番２４号,082-831-8911,082-831-8910,現存,○,○,132.2904053,34.27297535
福祉用具貸与,安佐南区,3470200183,日本基準寝具株式会社,日本基準寝具株式会社エコール事業部,731-0124,広島市安佐南区大町東一丁目１８番４４号,082-877-1079,082-877-1323,現存,○,○,132.2755496,34.27112227
福祉用具貸与,安佐南区,3470203112,株式会社セリオ,株式会社セリオ広島営業所,731-0124,広島市安佐南区大町東三丁目２番４号,082-831-5548,082-831-5549,現存,○,○,132.2809427,34.27491836
福祉用具貸与,安佐南区,3470107222,富士メディカル株式会社,メリィ福祉用具サービス,731-3167,広島市安佐南区大塚西三丁目２番９号,082-225-7081,082-225-7082,現存,○,○,132.234392,34.26403419
福祉用具貸与,安佐南区,3470207881,フランスベッド株式会社,フランスベッド株式会社メディカル広島営業所,731-3167,広島市安佐南区大塚西四丁目１６番１号,082-849-2723,082-849-2708,現存,○,○,132.2349792,34.26049633
福祉用具貸与,安佐南区,3470215785,深川医療器株式会社,深川医療器株式会社ライフケア広島北,731-0101,広島市安佐南区八木七丁目４番２０－１０１号,082-836-4333,,現存,○,○,132.3013911,34.29229729
福祉用具貸与,安佐南区,3470215991,株式会社フロンティア,フロンティア広島北営業所,731-0103,広島市安佐南区緑井一丁目１６番１０号,082-209-0370,082-209-0371,現存,○,○,132.283066,34.27524142
福祉用具貸与,安佐北区,3470101803,社会福祉法人ＩＧＬ学園福祉会,ＩＧＬ福祉用具貸与事業所,731-3352,広島市安佐北区安佐町後山１２４１５番地５,082-838-3343,082-838-3444,現存,○,○,132.2649438,34.30321792
福祉用具貸与,安佐北区,3470110549,一般社団法人ワークサポート倶楽部広島,福祉用具サポート広島,731-0223,広島市安佐北区可部南四丁目１５番３１号,082-554-7733,825547734,現存,○,○,132.304511,34.30253415
福祉用具貸与,安佐北区,3470109103,医療法人長久堂野村病院,福祉用具貸与事業所可部,731-0223,広島市安佐北区可部南四丁目１７番３０号,082-815-2882,082-815-5878,現存,○,○,132.3045786,34.30181393
福祉用具貸与,安佐北区,3470109301,株式会社まごころサポート,Ｒｅｎｔａｓ＋,731-0231,広島市安佐北区亀山三丁目２４番１７号,082-881-2620,082-881-2630,現存,○,○,132.2957929,34.31168694
福祉用具貸与,安佐北区,3470106679,株式会社ライフケア,株式会社ライフケア広島支店,739-1731,広島市安佐北区落合一丁目２７番２９号,082-847-3059,082-847-3069,現存,○,○,132.3034997,34.28226208
福祉用具貸与,安芸区,3470102181,医療法人社団長寿会,はたのリハビリ福祉用具貸与・販売事業所,739-0321,広島市安芸区中野五丁目１４番１０号,082-516-6008,082-516-6009,現存,○,○,132.3449757,34.24094477
福祉用具貸与,安芸区,3470110408,合同会社アルファ,アルファ福祉用具,736-0083,広島市安芸区矢野東四丁目25番43－102号,082-573-3116,082-573-3117,現存,○,○,132.3220432,34.21071878
福祉用具貸与,安芸区,3470101613,株式会社メディカルマサモリ,株式会社メディカルマサモリ,736-0083,広島市安芸区矢野東二丁目９番５号,082-888-2627,082-888-2649,現存,○,○,132.3223294,34.21378281
福祉用具貸与,佐伯区,3470215611,ＭＡＮＹＰＥＯＰＬＥ株式会社,福祉用具メニーピープル広島,731-5101,広島市佐伯区五月が丘一丁目３３番３－４０１号,082-961-4067,082-961-4068,現存,○,○,132.2420732,34.25082002
福祉用具貸与,佐伯区,3470211404,株式会社ネクサス,福祉用具貸与事業所キララ,731-5125,広島市佐伯区五日市駅前一丁目１１番５号,082-208-2608,082-943-4055,現存,○,○,132.2200879,34.22015145
福祉用具貸与,佐伯区,3470203609,有限会社三恵,ウェルケア広島,731-5127,広島市佐伯区五日市七丁目１３番２８号フォーサイトビル・五日市１０２号,082-925-5010,082-925-5011,現存,○,○,132.2132179,34.22332603
福祉用具貸与,佐伯区,3470215181,有限会社セカンド,ほがらか福祉用具,731-5127,広島市佐伯区五日市七丁目14番10号,082-299-0650,082-943-6322,現存,○,○,132.2137651,34.22318153
特定福祉用具販売,中区,3470215405,Loppis合同会社,福祉用具ハーツ,730-0823,広島市中区吉島西一丁目３１番３号,082-569-7950,082-569-7951,現存,○,○,132.2647513,34.22193273
特定福祉用具販売,中区,3470202494,有限会社パナックこうぶんどう,有限会社パナックこうぶんどう,730-0834,広島市中区江波二本松二丁目１番２２号,082-234-1059,082-234-1169,現存,○,○,132.255966,34.22061751
特定福祉用具販売,中区,3470207824,株式会社ゴトウ・アズ・プランニング,株式会社ゴトウ・アズ・プランニング広島店,730-0842,広島市中区舟入中町２番２１号,0120-810-510,0120-075-103,現存,○,○,132.2638226,34.23137167
特定福祉用具販売,中区,3470208079,株式会社メディカルサービス明和,ケアサービス明和,730-0005,広島市中区西白島町１３番３０号,082-222-0092,0829-30-8089,現存,○,○,132.273888,34.24247262
特定福祉用具販売,中区,3470101522,生活協同組合ひろしま,生協ひろしま福祉用具センター,730-0802,広島市中区本川町二丁目６番１１号第７ウエノヤビル４階２号室,082-503-0690,082-234-2411,現存,○,○,132.2703927,34.23498107
特定福祉用具販売,東区,3470107461,株式会社ケンコー,株式会社ケンコー,732-0068,広島市東区牛田新町三丁目７番４２－１０１号,082-229-6141,082-229-6151,現存,○,○,132.2817686,34.25422593
特定福祉用具販売,東区,3470108667,株式会社エールラン,福祉用具のエール,732-0068,広島市東区牛田新町二丁目４番３４号２階,082-223-8377,082-223-8388,現存,○,○,132.2751877,34.25040941
特定福祉用具販売,東区,3470104963,株式会社ニックス,ニックス福祉用具サービス事業所,732-0045,広島市東区曙一丁目１番２０号,082-568-7166,082-506-0202,現存,○,○,132.2918827,34.23453733
特定福祉用具販売,東区,3470105333,株式会社福祉スタジオ,福祉スタジオ特定福祉用具販売事業所,732-0047,広島市東区尾長西二丁目７番６号,082-568-5302,082-261-3462,現存,○,○,132.2920666,34.23594187
特定福祉用具販売,東区,3470105705,株式会社えごころ,株式会社えごころ,732-0042,広島市東区矢賀一丁目７番１７号,082-890-6220,082-286-7500,現存,○,○,132.2935744,34.23393861
特定福祉用具販売,南区,3470108220,フランスベッド株式会社,フランスベッド株式会社メディカル広島南営業所,734-0015,広島市南区宇品御幸三丁目２番２号,082-250-0285,082-251-8810,現存,○,○,132.2750428,34.21464778
特定福祉用具販売,南区,3470110143,あいりは株式会社,あいリハ福祉用具広島,734-0037,広島市南区霞二丁目１－１－１０１・１０２,082-567-5206,082-553-9501,現存,○,○,132.2902491,34.22473873
特定福祉用具販売,南区,3470110705,株式会社プライマリ・ケア,あるケア福祉用具,734-0007,広島市南区皆実町一丁目１９番５号,082-258-2088,082-258-2088,現存,○,○,132.2813932,34.22380821
特定福祉用具販売,南区,3470108733,パナソニックエイジフリー株式会社,パナソニックエイジフリーショップ広島中央,734-0001,広島市南区出汐三丁目１０番６号,082-250-1538,082-254-8961,現存,○,○,132.2835759,34.22345559
特定福祉用具販売,南区,3470106760,株式会社ウィードメディカル,株式会社ウィードメディカル広島営業所,734-0026,広島市南区仁保２丁目２番６号,082-236-9540,082-236-9541,現存,○,○,132.3000327,34.221347
特定福祉用具販売,南区,3470107552,株式会社フロンティア,株式会社フロンティア広島営業所,734-0024,広島市南区仁保新町二丁目１番２３号,082-890-1881,082-890-1880,現存,○,○,132.2950014,34.22310422
特定福祉用具販売,南区,3470207535,株式会社カワムラ,シンプルケア,734-0027,広島市南区仁保南二丁目１７番７－２０２号,082-567-4380,082-567-4381,現存,○,○,132.2943337,34.21436101
特定福祉用具販売,南区,3470207089,株式会社ダスキンユニオン,ダスキンヘルスレント広島南ステーション,732-0817,広島市南区比治山町３番８号ベルクール比治山１Ｆ,082-568-1038,082-262-6815,現存,○,○,132.2817458,34.2317488
特定福祉用具販売,西区,3470213624,株式会社ライフケア,株式会社ライフケア西広島支店,733-0842,広島市西区井口五丁目２０番１２号アーバンコート井口１０１,082-270-5500,082-270-5501,現存,○,○,132.2252447,34.22019606
特定福祉用具販売,西区,3470214010,Common株式会社,コモンメディカル,733-0842,広島市西区井口三丁目１番１４－１０１号,082-554-5276,082-942-3606,現存,○,○,132.2255165,34.22129673
特定福祉用具販売,西区,3470214440,有限会社カインド,有限会社カインド,733-0844,広島市西区井口台四丁目６番４０号,080-2942-3705,082-275-5653,現存,○,○,132.2305638,34.22462452
特定福祉用具販売,西区,3470215652,株式会社ヤマシタ,株式会社ヤマシタ広島営業所,733-0033,広島市西区観音本町二丁目９番３０号,082-299-2261,082-099-2262,現存,○,○,132.2557337,34.2324138
特定福祉用具販売,西区,3470215132,株式会社ひなた,福祉用具ステーションひなた,733-0871,広島市西区高須二丁目４番２１号湯尻ビル１０１号,082-299-8866,082-275-6444,現存,○,○,132.2451755,34.23249817
特定福祉用具販売,西区,3470214085,医療法人みやうち,福祉用具貸与事業所三滝ひまわり,733-0802,広島市西区三滝本町二丁目１３番３４－２号,082-962-7666,082-230-8327,休止,○,○,132.2636316,34.25040578
特定福祉用具販売,西区,3470204987,深川医療器株式会社,深川医療器株式会社ライフケア広島,733-0833,広島市西区商工センター四丁目１５番１７号,082-270-0333,082-270-0331,現存,○,○,132.2343999,34.22035941
特定福祉用具販売,西区,3470207360,サンキ・ウエルビィ株式会社,サンキ・ウエルビィ広島福祉用具センター,733-0833,広島市西区商工センター六丁目１番１１号,082-278-0377,082-278-0378,現存,○,○,132.2322957,34.22104329
特定福祉用具販売,西区,3470208624,株式会社ハートライフ,ハートライフ福祉用具事業部,733-0001,広島市西区大芝二丁目１３番１４号,082-962-1338,082-962-1228,現存,○,○,132.2733808,34.25150264
特定福祉用具販売,西区,3470208970,株式会社ケントク,ダスキンヘルスレント広島西ステーション,733-0012,広島市西区中広町一丁目７番２号,082-297-8901,082-297-8902,現存,○,○,132.2625304,34.24077971
特定福祉用具販売,西区,3470214762,株式会社ミクセルヘルスケア,広島介護用品,733-0022,広島市西区天満町１８番８号2階,082-503-2588,082-503-2577,現存,○,○,132.2624609,34.23435341
特定福祉用具販売,西区,3470205653,株式会社フルケア,株式会社フルケア広島営業所,733-0035,広島市西区南観音七丁目１３番２０号ひらいちビル３０１号室,082-503-1531,082-503-1532,現存,○,○,132.2538792,34.2244294
特定福祉用具販売,安佐南区,3470212477,パナソニックエイジフリー株式会社,パナソニックエイジフリーショップ安佐南,731-0123,広島市安佐南区古市二丁目２番２５号,082-831-5526,082-870-2212,現存,○,○,132.2831637,34.27258743
特定福祉用具販売,安佐南区,3470213806,株式会社Seiwa,特定福祉用具販売事業所ハピネス,731-0139,広島市安佐南区山本新町一丁目１１番１号,082-871-8817,082-871-8816,現存,○,○,132.2611835,34.26194529
特定福祉用具販売,安佐南区,3470206354,アビリティーズ・ケアネット株式会社,アビリティーズ・ケアネット株式会社広島営業所,731-0154,広島市安佐南区上安四丁目３７番５号,082-535-0758,082-535-0760,現存,○,○,132.2648287,34.28553312
特定福祉用具販売,安佐南区,3470206495,株式会社不二ビルサービス,福祉用具ステーションふじ川内,731-0102,広島市安佐南区川内一丁目１５番２４号,082-831-8911,082-831-8910,現存,○,○,132.2904053,34.27297535
特定福祉用具販売,安佐南区,3470200183,日本基準寝具株式会社,日本基準寝具株式会社エコール事業部,731-0124,広島市安佐南区大町東一丁目１８番４４号,082-877-1079,082-877-1323,現存,○,○,132.2755496,34.27112227
特定福祉用具販売,安佐南区,3470107222,富士メディカル株式会社,メリィ福祉用具サービス,731-3167,広島市安佐南区大塚西三丁目２番９号,082-225-7081,082-225-7082,現存,○,○,132.234392,34.26403419
特定福祉用具販売,安佐南区,3470207881,フランスベッド株式会社,フランスベッド株式会社メディカル広島営業所,731-3167,広島市安佐南区大塚西四丁目１６番１号,082-849-2723,082-849-2708,現存,○,○,132.2349792,34.26049633
特定福祉用具販売,安佐南区,3470215785,深川医療器株式会社,深川医療器株式会社ライフケア広島北,731-0101,広島市安佐南区八木七丁目４番２０－１０１号,082-836-4333,082-836-4331,現存,○,○,132.3013911,34.29229729
特定福祉用具販売,安佐南区,3470215991,株式会社フロンティア,フロンティア広島北営業所,731-0103,広島市安佐南区緑井一丁目１６番１０号,082-209-0370,,現存,○,○,132.283066,34.27524142
特定福祉用具販売,安佐北区,3470101803,社会福祉法人ＩＧＬ学園福祉会,ＩＧＬ福祉用具貸与事業所,731-3352,広島市安佐北区安佐町後山１２４１５番地５,082-838-3343,082-838-3444,現存,○,○,132.2649438,34.30321792
特定福祉用具販売,安佐北区,3470110549,一般社団法人ワークサポート倶楽部広島,福祉用具サポート広島,731-0223,広島市安佐北区可部南四丁目１５番３１号,082-554-7733,825547734,現存,○,○,132.304511,34.30253415
特定福祉用具販売,安佐北区,3470108287,日本基準寝具株式会社,介護ショップエコールフジグラン高陽店,739-1742,広島市安佐北区亀崎一丁目２番３３号,082-841-4567,082-841-4568,現存,○,○,132.3125219,34.28537942
特定福祉用具販売,安佐北区,3470109301,株式会社まごころサポート,Ｒｅｎｔａｓ＋,731-0231,広島市安佐北区亀山三丁目２４番１７号,082-881-2620,082-881-2630,現存,○,○,132.2957929,34.31168694
特定福祉用具販売,安佐北区,3470106679,株式会社ライフケア,株式会社ライフケア広島支店,739-1731,広島市安佐北区落合一丁目２７番２９号,082-847-3059,082-847-3069,現存,○,○,132.3034997,34.28226208
特定福祉用具販売,安芸区,3470102181,医療法人社団長寿会,はたのリハビリ福祉用具貸与・販売事業所,739-0321,広島市安芸区中野五丁目１４番１０号,082-516-6008,082-516-6009,現存,○,○,132.3449757,34.24094477
特定福祉用具販売,安芸区,3470110408,合同会社アルファ,アルファ福祉用具,736-0083,広島市安芸区矢野東四丁目25番43－102号,082-573-3116,082-573-3117,現存,○,○,132.3220432,34.21071878
特定福祉用具販売,安芸区,3470101613,株式会社メディカルマサモリ,株式会社メディカルマサモリ,736-0083,広島市安芸区矢野東二丁目９番５号,082-888-2627,082-888-2649,現存,○,○,132.3223294,34.21378281
特定福祉用具販売,佐伯区,3470215611,ＭＡＮＹＰＥＯＰＬＥ株式会社,福祉用具メニーピープル広島,731-5101,広島市佐伯区五月が丘一丁目３３番３－４０１号,082-961-4067,082-961-4068,現存,○,○,132.2420732,34.25082002
特定福祉用具販売,佐伯区,3470211404,株式会社ネクサス,福祉用具貸与事業所キララ,731-5125,広島市佐伯区五日市駅前一丁目１１番５号,082-208-2608,082-943-4055,現存,○,○,132.2200879,34.22015145
特定福祉用具販売,佐伯区,3470203609,有限会社三恵,ウェルケア広島,731-5127,広島市佐伯区五日市七丁目１３番２８号フォーサイトビル・五日市１０２号,082-925-5010,082-925-5011,現存,○,○,132.2132179,34.22332603
特定福祉用具販売,佐伯区,3470215181,有限会社セカンド,ほがらか福祉用具,731-5127,広島市佐伯区五日市七丁目14番10号,082-299-0650,,現存,○,○,132.2137651,34.22318153
定期巡回・随時対応型訪問介護看護,中区,3470214648,有限会社アネシス,あっとほーむ２４,730-0804,広島市中区広瀬町3番29号,082-297-5350,,現存,○,,132.2644124,34.24023052
定期巡回・随時対応型訪問介護看護,中区,3490200783,サンキ・ウエルビィ株式会社,サンキ・ウエルビィ介護センター江波（定期・随時）,730-0834,広島市中区江波二本松一丁目１０番３号,082-208-5240,082-503-5852,現存,○,,132.2556887,34.22085381
定期巡回・随時対応型訪問介護看護,中区,3490201419,社会福祉法人IGL学園福祉会,IGL訪問サービス舟入２４,730-0847,広島市中区舟入南一丁目８番８号,082-235-3382,082-235-3384,現存,○,,132.2625576,34.22401141
定期巡回・随時対応型訪問介護看護,中区,3490200817,日本基準寝具株式会社,エコール２４中央,730-0049,広島市中区南竹屋町７番８号,082-207-1565,082-546-1327,現存,○,,132.2737981,34.22498765
定期巡回・随時対応型訪問介護看護,中区,3490201690,株式会社土屋,定期巡回サービス土屋広島,730-0044,広島市中区宝町５番１０号ウイング宝町サード１９０６号室,050-1808-4656,050-6865-4470,現存,○,,132.2743898,34.23075154
定期巡回・随時対応型訪問介護看護,東区,3490101320,株式会社LILE THE STYLE,ウィズユー,732-0033,広島市東区温品二丁目２２－９インターハイツパートナーマンション２０２号室,082-280-1122,082-280-5525,現存,○,,132.3026621,34.24136847
定期巡回・随時対応型訪問介護看護,東区,3490100512,株式会社ニックス,ニックスヘルパー・ナース２４,732-0046,広島市東区尾長東二丁目７番２８号,082-568-7300,082-261-8001,現存,○,,132.2917632,34.23530092
定期巡回・随時対応型訪問介護看護,西区,3490201252,広島中央保健生活協同組合,定期巡回・随時対応型訪問介護看護生協かんおん２４,733-0031,広島市西区観音町１６番１９号,082-563-8391,082-532-1257,現存,○,,132.2613547,34.23403548
定期巡回・随時対応型訪問介護看護,西区,3490201062,広島中央保健生活協同組合,定期巡回・随時対応型訪問介護看護生協くさつ２４,733-0861,広島市西区草津東一丁目１１番１９号,082-507-1222,082-273-6689,現存,○,,132.2422836,34.22437391
定期巡回・随時対応型訪問介護看護,安佐南区,3490200841,社会福祉法人ＩＧＬ学園福祉会,ＩＧＬ訪問サービス上安２４,731-0154,広島市安佐南区上安六丁目３１番２号,082-830-3324,082-830-3327,現存,○,,132.2641112,34.28595493
